Date,Open,High,Low,Close,Volume,Change
2019-12-19,50010,50110,50010,50110,4004,
2019-12-20,50125,50155,50095,50140,7,0.0005986828976252
2019-12-23,50110,50110,50080,50100,6,-0.0007977662544874
2019-12-24,50095,50095,50075,50090,6,-0.0001996007984031
2019-12-26,50100,50115,50100,50105,6,0.0002994609702535
2019-12-27,50140,50175,50140,50140,24,0.0006985330805309
2019-12-30,50205,50265,50205,50245,6,0.0020941364180295
2020-01-02,50260,50280,50215,50235,11,-0.0001990247785849
2020-01-03,50230,50235,50190,50200,6,-0.0006967253906638
2020-01-06,50170,50170,50120,50135,6,-0.0012948207171314
2020-01-07,50205,50225,50205,50205,6,0.0013962301785179
2020-01-08,50195,50200,50165,50165,6,-0.0007967333930883
2020-01-09,50190,50200,50160,50200,41,0.0006976975979269
2020-01-10,50195,50285,50195,50285,6,0.0016932270916334
2020-01-13,50265,50285,50250,50285,6,0.0
2020-01-14,50295,50315,50290,50290,6,9.943323058569928e-05
2020-01-15,50300,50300,50255,50260,6,-0.0005965400676078
2020-01-16,50245,50245,50185,50185,6,-0.001492240350179
2020-01-17,50165,50275,50135,50275,6,0.0017933645511607
2020-01-20,50265,50265,50190,50190,6,-0.0016907011437096
2020-01-21,50200,50200,50115,50160,6,-0.0005977286312014
2020-01-22,50170,50175,50145,50145,6,-0.0002990430622009
2020-01-23,50110,50140,50095,50115,54,-0.0005982650314089
2020-01-28,50080,50090,50050,50080,6,-0.0006983936945026
2020-01-29,50085,50085,50060,50060,6,-0.0003993610223642
2020-01-30,50050,50085,50050,50060,7,0.0
2020-01-31,50105,50115,50095,50105,12,0.0008989212944465
2020-02-03,50100,50130,50100,50130,10,0.000498952200379
2020-02-04,50140,50195,50120,50180,36,0.0009974067424696
2020-02-05,50210,50210,50195,50210,6,0.0005978477481067
2020-02-06,50235,50285,50235,50270,6,0.0011949810794662
2020-02-07,50275,50300,50270,50300,6,0.0005967774020290001
